"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,8,735067,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,7801123,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,9,735067,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,7801123,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,10,735500,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,7801123,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,11,596120,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,7801123,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,12,630820,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2007,7801123,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,1,585500,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,2,601480,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,3,272434,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,4,612365,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,5,681813,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,6,745650,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7,814549,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,8,785095,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,9,660279,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,10,633017,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,11,590218,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,12,628180,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2008,7610580,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,1,570078,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,2,534267,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,3,624860,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,4,622148,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,5,632189,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,6,720181,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7,828638,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,8,806310,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,9,660279,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,10,630000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,11,590000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,12,6e+05,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2009,7818950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,1,495010,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,2,521200,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,3,605553,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,4,621553,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,5,774724,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,6,697724,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,7,754724,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8,806501,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,9,841201,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,10,807340,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,11,638954,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,12,651927,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2010,8216411,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,1,645408,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,2,638954,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,3,652985,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,4,678561,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,5,705703,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,6,733932,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,7,763289,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8,762255,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,9,701275,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,10,700573,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,11,701274,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,12,650000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2011,8334209,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,1,645408,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,2,638954,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,3,652985,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,4,678561,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,5,705703,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6,733932,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,7,763289,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,8,793820,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,9,7e+05,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,10,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,11,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,12,0,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2012,6312652,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,1,645408,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,2,638954,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,3,652985,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,4,678561,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,5,705703,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,6,733932,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,7,748610,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8,778555,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,9,779333,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,10,720000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,11,726182,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,12,525000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2013,8333223,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,1,645321,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,2,638954,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,3,658915,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,4,696101,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,5,715711,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,6,744339,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,7,759226,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8,789595,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,9,780401,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,10,780312,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,11,740706,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,12,733444,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2014,8683025,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,1,645321,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,2,639957,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,3,705039,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,4,754392,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,5,784567,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,6,815950,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,7,832269,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,8,865560,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9,782501,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,10,781021,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,11,751598,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,12,750146,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2015,9108321,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,1,646411,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,2,638999,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,3,711628,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,4,761442,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,5,785107,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,6,816511,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,7,840429,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,8,874046,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9,788010,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,10,781801,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,11,748694,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,12,750872,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2016,9143950,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,1,655509,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,2,639005,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,3,712555,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,4,784399,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,5,785201,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,6,816912,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,7,840678,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8,874234,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,9,81083,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,10,781811,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,11,751598,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,12,751180,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2017,8474165,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,1,751172,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,2,750005,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,3,724807,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,4,775543,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,5,781599,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,6,826975,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7,826999,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,8,877761,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,9,81088,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,10,81145,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,11,752001,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,12,752290,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2018,7981385,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,1,751221,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,2,750101,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,3,712601,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,4,775592,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,5,782102,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,6,827734,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,7,828991,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,8,829001,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9,829206,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,10,811146,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,11,752350,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,12,752850,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2019,9402895,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,1,752010,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,2,751000,"Gateway NRA","GATE","National Recreation Area","Northeast","Flatbush Traffic",2020,3002172,"WV"
