"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,12,2021,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,1,1367,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,2,597,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,3,2227,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,4,3739,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,5,6048,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,6,3200,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,7,9314,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,8,10573,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,9,3278,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,10,2650,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,11,1893,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,12,1935,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2015,46821,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,1,1689,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,2,1202,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,3,3064,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,4,3963,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,5,3655,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,6,3353,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,7,3786,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,8,2092,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,9,3527,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,10,11669,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,11,3302,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,12,1348,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2016,42650,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,1,1623,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,2,2025,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,3,3424,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,4,2090,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,5,2224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,6,4082,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,7,2807,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,8,2226,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,9,3327,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,10,2073,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,11,2968,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,12,2270,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2017,31139,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,1,2529,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,2,2665,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,3,3073,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,4,4280,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,5,4511,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,6,4207,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,7,3027,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,8,3677,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,9,3139,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,10,3209,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,11,2363,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,12,2256,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2018,38936,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,1,1917,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,2,2312,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,3,3097,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,4,3465,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,5,4638,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,6,3841,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,7,3088,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,8,3317,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,9,3526,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,10,3254,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,11,2940,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,12,2438,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2019,37833,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,1,3021,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,2,3008,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,3,5347,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,4,8073,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,5,13120,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,6,9777,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,7,6200,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,8,5505,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,9,4200,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,10,3225,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,11,6492,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,12,4324,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2020,72292,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,1,5675,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,2,2816,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,3,6797,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,4,6466,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,5,7577,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,6,6180,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,7,7307,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,8,6350,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,9,5968,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,10,5109,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,11,3867,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,12,3655,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2021,67767,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,1,3078,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,2,3581,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,3,4674,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,4,5728,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,5,6763,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,6,5352,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,7,5773,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2022,59658,"WV"
